path,sentence
common_voice_sw_37664539.mp3,0
common_voice_sw_31290838.mp3,0
common_voice_sw_28266617.mp3,0
common_voice_sw_35087387.mp3,0
common_voice_sw_37214113.mp3,0
common_voice_sw_36449395.mp3,0
common_voice_sw_36450168.mp3,0
common_voice_sw_35780884.mp3,0
common_voice_sw_36944519.mp3,0
common_voice_sw_35004122.mp3,0
common_voice_sw_37806787.mp3,0
common_voice_sw_28246346.mp3,0
common_voice_sw_30637664.mp3,0
common_voice_sw_37085171.mp3,0
common_voice_sw_35994194.mp3,0
common_voice_sw_36447302.mp3,0
common_voice_sw_27729935.mp3,0
common_voice_sw_30574459.mp3,0
common_voice_sw_31080927.mp3,0
common_voice_sw_31466132.mp3,0
common_voice_sw_30599854.mp3,0
common_voice_sw_31101261.mp3,0
common_voice_sw_30577672.mp3,0
common_voice_sw_30577674.mp3,0
common_voice_sw_28820727.mp3,0
common_voice_sw_31293047.mp3,0
common_voice_sw_31148886.mp3,0
common_voice_sw_28762915.mp3,0
common_voice_sw_36465193.mp3,0
common_voice_sw_30593494.mp3,0
common_voice_sw_35895247.mp3,0
common_voice_sw_35896053.mp3,0
common_voice_sw_28394031.mp3,0
common_voice_sw_33388867.mp3,0
common_voice_sw_33388869.mp3,0
common_voice_sw_31414747.mp3,0
common_voice_sw_31414748.mp3,0
common_voice_sw_29944767.mp3,0
common_voice_sw_27804066.mp3,0
common_voice_sw_30562246.mp3,0
common_voice_sw_28539767.mp3,0
common_voice_sw_27791961.mp3,0
common_voice_sw_30600329.mp3,0
common_voice_sw_37663211.mp3,0
common_voice_sw_37214039.mp3,0
common_voice_sw_31291168.mp3,0
common_voice_sw_30585496.mp3,0
common_voice_sw_35774916.mp3,0
common_voice_sw_35028968.mp3,0
common_voice_sw_31293094.mp3,0
common_voice_sw_37663533.mp3,0
common_voice_sw_37083768.mp3,0
common_voice_sw_30666025.mp3,0
common_voice_sw_31081518.mp3,0
common_voice_sw_35896094.mp3,0
common_voice_sw_37664787.mp3,0
common_voice_sw_37664871.mp3,0
common_voice_sw_37664773.mp3,0
common_voice_sw_37663719.mp3,0
common_voice_sw_31643621.mp3,0
common_voice_sw_35987915.mp3,0
common_voice_sw_37223792.mp3,0
common_voice_sw_37217560.mp3,0
common_voice_sw_35895711.mp3,0
common_voice_sw_34548747.mp3,0
common_voice_sw_31292349.mp3,0
common_voice_sw_30562192.mp3,0
common_voice_sw_35866443.mp3,0
common_voice_sw_34189335.mp3,0
common_voice_sw_35087171.mp3,0
common_voice_sw_34800230.mp3,0
common_voice_sw_37225372.mp3,0
common_voice_sw_37226291.mp3,0
common_voice_sw_36299931.mp3,0
common_voice_sw_30574317.mp3,0
common_voice_sw_30657957.mp3,0
common_voice_sw_30657984.mp3,0
common_voice_sw_29796179.mp3,0
common_voice_sw_28720689.mp3,0
common_voice_sw_28720690.mp3,0
common_voice_sw_28720730.mp3,0
common_voice_sw_36374720.mp3,0
common_voice_sw_33335778.mp3,0
common_voice_sw_35146657.mp3,0
common_voice_sw_36379084.mp3,0
common_voice_sw_37219071.mp3,0
common_voice_sw_37219265.mp3,0
common_voice_sw_31437607.mp3,0
common_voice_sw_31437643.mp3,0
common_voice_sw_37662930.mp3,0
common_voice_sw_30621905.mp3,0
common_voice_sw_37058058.mp3,0
common_voice_sw_37215293.mp3,0
common_voice_sw_37215892.mp3,0
common_voice_sw_30604857.mp3,0
common_voice_sw_30580889.mp3,0
common_voice_sw_31352511.mp3,0
common_voice_sw_35155421.mp3,0
common_voice_sw_35155633.mp3,0
common_voice_sw_37222698.mp3,0
common_voice_sw_28230009.mp3,0
common_voice_sw_37215976.mp3,0
common_voice_sw_37215982.mp3,0
common_voice_sw_37216219.mp3,0
common_voice_sw_37214416.mp3,0
common_voice_sw_29299330.mp3,0
common_voice_sw_36366475.mp3,0
common_voice_sw_30342517.mp3,0
common_voice_sw_37083885.mp3,0
common_voice_sw_34188872.mp3,0
common_voice_sw_31504076.mp3,0
common_voice_sw_31504229.mp3,0
common_voice_sw_31772137.mp3,0
common_voice_sw_35990388.mp3,0
common_voice_sw_30574277.mp3,0
common_voice_sw_28315620.mp3,0
common_voice_sw_28315666.mp3,0
common_voice_sw_37663729.mp3,0
common_voice_sw_35851406.mp3,0
common_voice_sw_37663615.mp3,0
common_voice_sw_37663834.mp3,0
common_voice_sw_36105313.mp3,0
common_voice_sw_35022208.mp3,0
common_voice_sw_28746643.mp3,0
common_voice_sw_28746644.mp3,0
common_voice_sw_30574479.mp3,0
common_voice_sw_28686927.mp3,0
common_voice_sw_31389492.mp3,0
common_voice_sw_31444280.mp3,0
common_voice_sw_37217544.mp3,0
common_voice_sw_30709966.mp3,0
common_voice_sw_31185913.mp3,0
common_voice_sw_30636069.mp3,0
common_voice_sw_28760871.mp3,0
common_voice_sw_30446859.mp3,0
common_voice_sw_30446941.mp3,0
common_voice_sw_31290476.mp3,0
common_voice_sw_31290556.mp3,0
common_voice_sw_31290644.mp3,0
common_voice_sw_36377245.mp3,0
common_voice_sw_34991635.mp3,0
common_voice_sw_36028408.mp3,0
common_voice_sw_30068759.mp3,0
common_voice_sw_35681809.mp3,0
common_voice_sw_35681963.mp3,0
common_voice_sw_35682924.mp3,0
common_voice_sw_30621717.mp3,0
common_voice_sw_30621723.mp3,0
common_voice_sw_37215866.mp3,0
common_voice_sw_37056724.mp3,0
common_voice_sw_37058216.mp3,0
common_voice_sw_37058218.mp3,0
common_voice_sw_30574375.mp3,0
common_voice_sw_35152637.mp3,0
common_voice_sw_35152797.mp3,0
common_voice_sw_37083896.mp3,0
common_voice_sw_34116591.mp3,0
common_voice_sw_34117033.mp3,0
common_voice_sw_35989929.mp3,0
common_voice_sw_28725400.mp3,0
common_voice_sw_30628277.mp3,0
common_voice_sw_30637816.mp3,0
common_voice_sw_30718461.mp3,0
common_voice_sw_37221482.mp3,0
common_voice_sw_33336027.mp3,0
common_voice_sw_33336064.mp3,0
common_voice_sw_33670833.mp3,0
common_voice_sw_35146083.mp3,0
common_voice_sw_35146553.mp3,0
common_voice_sw_31384596.mp3,0
common_voice_sw_35990003.mp3,0
common_voice_sw_34990776.mp3,0
common_voice_sw_34991012.mp3,0
common_voice_sw_34993660.mp3,0
common_voice_sw_35989151.mp3,0
common_voice_sw_30712272.mp3,0
common_voice_sw_30712274.mp3,0
common_voice_sw_35170599.mp3,0
common_voice_sw_36005831.mp3,0
common_voice_sw_35271875.mp3,0
common_voice_sw_35271910.mp3,0
common_voice_sw_35271912.mp3,0
common_voice_sw_31408954.mp3,0
common_voice_sw_35078964.mp3,0
common_voice_sw_35989249.mp3,0
common_voice_sw_36253144.mp3,0
common_voice_sw_28740333.mp3,0
common_voice_sw_35087247.mp3,0
common_voice_sw_35539108.mp3,0
common_voice_sw_30621097.mp3,0
common_voice_sw_30621609.mp3,0
common_voice_sw_30621834.mp3,0
common_voice_sw_35151118.mp3,0
common_voice_sw_30564235.mp3,0
common_voice_sw_30575424.mp3,0
common_voice_sw_30575494.mp3,0
common_voice_sw_31192349.mp3,0
common_voice_sw_31192593.mp3,0
common_voice_sw_31192615.mp3,0
common_voice_sw_34391569.mp3,0
common_voice_sw_34392833.mp3,0
common_voice_sw_34995371.mp3,0
common_voice_sw_35154854.mp3,0
common_voice_sw_35269717.mp3,0
common_voice_sw_35269753.mp3,0
common_voice_sw_35270313.mp3,0
common_voice_sw_36367228.mp3,0
common_voice_sw_35144993.mp3,0
common_voice_sw_35148788.mp3,0
common_voice_sw_35149608.mp3,0
common_voice_sw_35149654.mp3,0
common_voice_sw_35154625.mp3,0
common_voice_sw_35155172.mp3,0
common_voice_sw_36038779.mp3,0
common_voice_sw_36617336.mp3,0
common_voice_sw_36056998.mp3,0
common_voice_sw_36057128.mp3,0
common_voice_sw_36057340.mp3,0
common_voice_sw_36057766.mp3,0
common_voice_sw_37218130.mp3,0
common_voice_sw_30630800.mp3,0
common_voice_sw_30630887.mp3,0
common_voice_sw_30631116.mp3,0
common_voice_sw_30631190.mp3,0
common_voice_sw_30621892.mp3,0
common_voice_sw_36104127.mp3,0
common_voice_sw_36363672.mp3,0
common_voice_sw_37955167.mp3,0
common_voice_sw_37982418.mp3,0
common_voice_sw_30588859.mp3,0
common_voice_sw_30588861.mp3,0
common_voice_sw_31229556.mp3,0
common_voice_sw_30621007.mp3,0
common_voice_sw_30621231.mp3,0
common_voice_sw_30621269.mp3,0
common_voice_sw_28740338.mp3,0
common_voice_sw_30630619.mp3,0
common_voice_sw_36389963.mp3,0
common_voice_sw_36390144.mp3,0
common_voice_sw_30628005.mp3,0
common_voice_sw_30628096.mp3,0
common_voice_sw_30628298.mp3,0
common_voice_sw_35169712.mp3,0
common_voice_sw_35170654.mp3,0
common_voice_sw_36465187.mp3,0
common_voice_sw_35146586.mp3,0
common_voice_sw_28261923.mp3,0
common_voice_sw_28259813.mp3,0
common_voice_sw_30342414.mp3,0
common_voice_sw_30343117.mp3,0
common_voice_sw_37089152.mp3,0
common_voice_sw_31308268.mp3,0
common_voice_sw_34591934.mp3,0
common_voice_sw_34592113.mp3,0
common_voice_sw_34921999.mp3,0
common_voice_sw_35990712.mp3,0
common_voice_sw_34991967.mp3,0
common_voice_sw_34994941.mp3,0
common_voice_sw_28808570.mp3,0
common_voice_sw_36977006.mp3,0
common_voice_sw_37019539.mp3,0
common_voice_sw_37019558.mp3,0
common_voice_sw_37034475.mp3,0
common_voice_sw_37034638.mp3,0
common_voice_sw_31256507.mp3,0
common_voice_sw_34993356.mp3,0
common_voice_sw_34994799.mp3,0
common_voice_sw_34995322.mp3,0
common_voice_sw_34991762.mp3,0
common_voice_sw_34992568.mp3,0
common_voice_sw_34992696.mp3,0
common_voice_sw_30623926.mp3,0
common_voice_sw_30623988.mp3,0
common_voice_sw_30624086.mp3,0
common_voice_sw_30629108.mp3,0
common_voice_sw_30630510.mp3,0
common_voice_sw_34115405.mp3,0
common_voice_sw_28759374.mp3,0
common_voice_sw_28802642.mp3,0
common_voice_sw_27777484.mp3,0
common_voice_sw_27777611.mp3,0
common_voice_sw_27777627.mp3,0
common_voice_sw_30630206.mp3,0
common_voice_sw_37217334.mp3,0
common_voice_sw_37224781.mp3,0
common_voice_sw_37225300.mp3,0
common_voice_sw_36494487.mp3,0
common_voice_sw_34993881.mp3,0
common_voice_sw_35988211.mp3,0
common_voice_sw_28932904.mp3,0
common_voice_sw_28933130.mp3,0
common_voice_sw_30342349.mp3,0
common_voice_sw_30342506.mp3,0
common_voice_sw_30342525.mp3,0
common_voice_sw_30342693.mp3,0
common_voice_sw_36363207.mp3,0
